frame,label,0_x,0_y,0_z,0_vis,1_x,1_y,1_z,1_vis,2_x,2_y,2_z,2_vis,3_x,3_y,3_z,3_vis,4_x,4_y,4_z,4_vis,5_x,5_y,5_z,5_vis,6_x,6_y,6_z,6_vis,7_x,7_y,7_z,7_vis,8_x,8_y,8_z,8_vis,9_x,9_y,9_z,9_vis,10_x,10_y,10_z,10_vis,11_x,11_y,11_z,11_vis,12_x,12_y,12_z,12_vis,13_x,13_y,13_z,13_vis,14_x,14_y,14_z,14_vis,15_x,15_y,15_z,15_vis,16_x,16_y,16_z,16_vis,17_x,17_y,17_z,17_vis,18_x,18_y,18_z,18_vis,19_x,19_y,19_z,19_vis,20_x,20_y,20_z,20_vis,21_x,21_y,21_z,21_vis,22_x,22_y,22_z,22_vis,23_x,23_y,23_z,23_vis,24_x,24_y,24_z,24_vis,25_x,25_y,25_z,25_vis,26_x,26_y,26_z,26_vis,27_x,27_y,27_z,27_vis,28_x,28_y,28_z,28_vis,29_x,29_y,29_z,29_vis,30_x,30_y,30_z,30_vis,31_x,31_y,31_z,31_vis,32_x,32_y,32_z,32_vis
1,sentarse_20241124,0.53633713722229,0.12345469743013382,-0.22260646522045135,0.9998486638069153,0.5431647300720215,0.10959421098232269,-0.2047683298587799,0.9998074173927307,0.5473944544792175,0.1106441393494606,-0.20481565594673157,0.9998207688331604,0.5503674745559692,0.11218380182981491,-0.20481181144714355,0.9998108148574829,0.5303258299827576,0.10957670956850052,-0.20400388538837433,0.9998253583908081,0.5265249013900757,0.11063512414693832,-0.20400790870189667,0.9998489022254944,0.5223638415336609,0.11236151307821274,-0.20403560996055603,0.9998321533203125,0.5552595257759094,0.12491639703512192,-0.0983717143535614,0.9998063445091248,0.5177971124649048,0.1255093812942505,-0.09417690336704254,0.9997443556785583,0.5445576906204224,0.14525918662548065,-0.18286149203777313,0.9995695352554321,0.5290257334709167,0.14611594378948212,-0.18179771304130554,0.9995526075363159,0.5885396003723145,0.24760054051876068,-0.03887757658958435,0.9997061491012573,0.49192461371421814,0.24517562985420227,-0.0338112972676754,0.9998155832290649,0.6000434160232544,0.3823360502719879,-0.00805326085537672,0.8517085313796997,0.4736103415489197,0.3796409070491791,-0.005293977912515402,0.971359133720398,0.6028289794921875,0.5097386240959167,-0.10997674614191055,0.2249300181865692,0.4724038541316986,0.49841028451919556,-0.09747578203678131,0.6324512362480164,0.6054370403289795,0.555553674697876,-0.14051830768585205,0.1972457617521286,0.46991586685180664,0.5372610092163086,-0.13002704083919525,0.5602074265480042,0.5972190499305725,0.5523288249969482,-0.1771605908870697,0.19495460391044617,0.47800183296203613,0.5328122973442078,-0.16430062055587769,0.5469770431518555,0.5937796831130981,0.53878253698349,-0.12647874653339386,0.19332554936408997,0.4812583923339844,0.5209008455276489,-0.11370284855365753,0.5102414488792419,0.5696913003921509,0.5254462361335754,-0.0037050966639071703,0.9998473525047302,0.5103585720062256,0.5205811262130737,0.003734795842319727,0.9997599720954895,0.5793541073799133,0.716681182384491,-0.007557989563792944,0.9699955582618713,0.4966196119785309,0.7120840549468994,-0.00787749420851469,0.9746081829071045,0.5756281018257141,0.9054087996482849,0.11751405894756317,0.969335675239563,0.49519339203834534,0.901946485042572,0.11538071930408478,0.9829478859901428,0.5682060122489929,0.9315763115882874,0.12073218822479248,0.9685742259025574,0.5021336078643799,0.9247137308120728,0.11885006725788116,0.9764851927757263,0.5951853394508362,0.9631996154785156,-0.014702698215842247,0.8778759241104126,0.47736984491348267,0.9615312218666077,-0.012362190522253513,0.9029296040534973
2,sentarse_20241124,0.5363446474075317,0.12342312186956406,-0.22083532810211182,0.9998605847358704,0.5431652069091797,0.10968010872602463,-0.20344702899456024,0.999813973903656,0.5473783612251282,0.11070018261671066,-0.2034803181886673,0.9998255968093872,0.5503597855567932,0.11218701303005219,-0.20346736907958984,0.9998162388801575,0.5303266048431396,0.10964980721473694,-0.20292282104492188,0.9998306035995483,0.5265181064605713,0.11065525561571121,-0.2029193937778473,0.999851405620575,0.5223799347877502,0.11233703792095184,-0.20294472575187683,0.9998365640640259,0.5552587509155273,0.12507322430610657,-0.09907104820013046,0.9997960925102234,0.5177987217903137,0.12554119527339935,-0.09634832292795181,0.9997449517250061,0.5445781350135803,0.14523249864578247,-0.18244792520999908,0.9996057152748108,0.5291060209274292,0.14596915245056152,-0.18159987032413483,0.9995902180671692,0.5885385870933533,0.24761956930160522,-0.04549919441342354,0.9997263550758362,0.4918402135372162,0.24503269791603088,-0.04237951338291168,0.9998257756233215,0.599986732006073,0.3823902904987335,-0.011716911569237709,0.8632611632347107,0.4735461175441742,0.3798060119152069,-0.01814180240035057,0.9711102247238159,0.6026974320411682,0.5093660950660706,-0.10494714975357056,0.29838839173316956,0.472404420375824,0.49863582849502563,-0.10111205279827118,0.6632972359657288,0.6052817106246948,0.5553240776062012,-0.13231052458286285,0.2710787355899811,0.46991977095603943,0.5373461842536926,-0.13181453943252563,0.5943440794944763,0.5972756743431091,0.5520692467689514,-0.16715939342975616,0.26922905445098877,0.4785464406013489,0.5328496694564819,-0.1653612107038498,0.5828157067298889,0.5939478874206543,0.5384021997451782,-0.12067077308893204,0.2665040194988251,0.48179736733436584,0.5209041237831116,-0.11696542799472809,0.548912763595581,0.5696932077407837,0.527633011341095,-0.004243120085448027,0.9998334050178528,0.5103579759597778,0.5222336053848267,0.004249191842973232,0.9997619390487671,0.580361008644104,0.7156283855438232,0.00047241756692528725,0.9722270369529724,0.49633103609085083,0.7134973406791687,0.013257114216685295,0.976604700088501,0.5762135982513428,0.9024401307106018,0.12619316577911377,0.9713524580001831,0.4951176047325134,0.8981714248657227,0.1438807249069214,0.9838403463363647,0.5684037804603577,0.9270148277282715,0.12993057072162628,0.9570969939231873,0.5017279386520386,0.921056866645813,0.14904756844043732,0.9688777327537537,0.5942914485931396,0.9629014134407043,0.004159522708505392,0.8881317377090454,0.4773712754249573,0.9608599543571472,0.03341170400381088,0.9111678004264832
3,sentarse_20241124,0.5363909602165222,0.12327075749635696,-0.2226315438747406,0.9998718500137329,0.5431851744651794,0.10970767587423325,-0.20546063780784607,0.999822199344635,0.5473765730857849,0.1107173040509224,-0.2054823637008667,0.999832034111023,0.5503596067428589,0.11218590289354324,-0.20545923709869385,0.9998230934143066,0.530349612236023,0.1096581220626831,-0.20506274700164795,0.9998381733894348,0.5265191793441772,0.11065435409545898,-0.20505857467651367,0.9998566508293152,0.5224170088768005,0.11227263510227203,-0.20508186519145966,0.9998436570167542,0.5552655458450317,0.12529215216636658,-0.10353883355855942,0.9997916221618652,0.51780766248703,0.12557630240917206,-0.10166338831186295,0.9997524619102478,0.5446345210075378,0.14511531591415405,-0.18508970737457275,0.9996397495269775,0.5292119979858398,0.14573043584823608,-0.18447889387607574,0.9996260404586792,0.5885546803474426,0.24773500859737396,-0.04992317780852318,0.9997444748878479,0.4918016791343689,0.24496784806251526,-0.049841366708278656,0.9998369812965393,0.5999902486801147,0.38253384828567505,-0.01375020481646061,0.873795211315155,0.4734170436859131,0.38030025362968445,-0.026896562427282333,0.9715011119842529,0.6026929020881653,0.5088462233543396,-0.10464952886104584,0.364401251077652,0.47227638959884644,0.49892041087150574,-0.11086918413639069,0.692013144493103,0.6052901148796082,0.554638147354126,-0.13172128796577454,0.3372581899166107,0.46980077028274536,0.5374802350997925,-0.1414322555065155,0.6262805461883545,0.597798764705658,0.5512328743934631,-0.16648124158382416,0.3358134329319,0.478827565908432,0.5328666567802429,-0.17431174218654633,0.6162310242652893,0.5946557521820068,0.536978006362915,-0.12035137414932251,0.33208104968070984,0.4819771349430084,0.520902156829834,-0.12658068537712097,0.5849100947380066,0.5697435140609741,0.5281137228012085,-0.004203756805509329,0.9998205900192261,0.5103399157524109,0.5230194926261902,0.0042035384103655815,0.9997652173042297,0.581297755241394,0.7147853374481201,0.004945825319737196,0.9742555618286133,0.49587374925613403,0.7140025496482849,0.01481544692069292,0.9784518480300903,0.5768874883651733,0.9003657102584839,0.13330039381980896,0.9732064604759216,0.4950270652770996,0.8964011073112488,0.1474553644657135,0.9847028851509094,0.5686609148979187,0.9246425032615662,0.1373961716890335,0.9480081796646118,0.5013003945350647,0.919181764125824,0.1527237594127655,0.962282121181488,0.5938263535499573,0.9624580144882202,0.012437148950994015,0.8974995613098145,0.4773710370063782,0.9600440859794617,0.03548995777964592,0.9186698198318481
4,sentarse_20241124,0.5363311767578125,0.1236756294965744,-0.22248533368110657,0.9998829960823059,0.5431338548660278,0.11054117232561111,-0.2053670883178711,0.9998335838317871,0.5472874045372009,0.11148158460855484,-0.20538441836833954,0.9998420476913452,0.5502720475196838,0.11284481734037399,-0.20535746216773987,0.9998337626457214,0.5303225517272949,0.11052099615335464,-0.20490317046642303,0.9998486042022705,0.5264840126037598,0.11135046184062958,-0.20489904284477234,0.9998650550842285,0.5224175453186035,0.11271563917398453,-0.20491883158683777,0.9998534917831421,0.5552303194999695,0.12707103788852692,-0.10374560207128525,0.9997963905334473,0.5178223848342896,0.1269678920507431,-0.10139485448598862,0.9997653365135193,0.5446205735206604,0.14559675753116608,-0.18503060936927795,0.9996721148490906,0.5292126536369324,0.14592470228672028,-0.1843717247247696,0.9996600151062012,0.5885353684425354,0.24823805689811707,-0.05048859864473343,0.9997633099555969,0.4916744828224182,0.24525901675224304,-0.0499458983540535,0.9998480677604675,0.5999757051467896,0.3834066092967987,-0.015896230936050415,0.8844223618507385,0.47290539741516113,0.38172081112861633,-0.0306612066924572,0.9722918272018433,0.6028808355331421,0.5088489651679993,-0.10495638847351074,0.42556843161582947,0.47227391600608826,0.4993201494216919,-0.11783339828252792,0.7186352014541626,0.6063421964645386,0.5544177293777466,-0.13250388205051422,0.3991437554359436,0.46982231736183167,0.537951648235321,-0.1489516645669937,0.655988335609436,0.5992190837860107,0.5512256026268005,-0.16744586825370789,0.3980054259300232,0.47919049859046936,0.5332962274551392,-0.1804068386554718,0.6471989154815674,0.5960317850112915,0.5369872450828552,-0.1207658052444458,0.39367547631263733,0.4822235703468323,0.5211547017097473,-0.133010596036911,0.6181963682174683,0.569769024848938,0.5280890464782715,-0.003428258467465639,0.9998125433921814,0.5102669596672058,0.5230634212493896,0.0034099735785275698,0.9997708201408386,0.5812926292419434,0.7144578099250793,0.006576186511665583,0.9761168360710144,0.49571242928504944,0.7140558958053589,0.011352313682436943,0.9801877737045288,0.5769726037979126,0.9000024795532227,0.13072463870048523,0.974958598613739,0.4946843087673187,0.8963608741760254,0.13999074697494507,0.9855778813362122,0.5686653256416321,0.9240241050720215,0.13463334739208221,0.9418078660964966,0.5006228089332581,0.9191418886184692,0.1446695625782013,0.9561536312103271,0.5936633944511414,0.9623768925666809,0.007266432978212833,0.9061650633811951,0.47731661796569824,0.9598946571350098,0.022831972688436508,0.9255333542823792
5,sentarse_20241124,0.536317765712738,0.12559397518634796,-0.23723959922790527,0.9998939037322998,0.5430812835693359,0.11274298280477524,-0.21965210139751434,0.9998470544815063,0.5472075343132019,0.11356717348098755,-0.21964994072914124,0.9998545050621033,0.5501599311828613,0.1148238405585289,-0.21959924697875977,0.999846875667572,0.5302965044975281,0.1128610223531723,-0.21923844516277313,0.9998607635498047,0.5264602303504944,0.11356688290834427,-0.21924307942390442,0.9998754858970642,0.5224169492721558,0.11467023193836212,-0.21925124526023865,0.9998650550842285,0.5551154613494873,0.12938354909420013,-0.11641363054513931,0.9998090267181396,0.5178203582763672,0.12937583029270172,-0.11533643305301666,0.9997822046279907,0.5446406602859497,0.14775505661964417,-0.19944164156913757,0.9997032880783081,0.5292081236839294,0.14750151336193085,-0.19911673665046692,0.999692440032959,0.5884898900985718,0.25112205743789673,-0.06128593534231186,0.9997829794883728,0.4909761846065521,0.2487442046403885,-0.060313981026411057,0.9998593330383301,0.5999729633331299,0.3876557946205139,-0.022759314626455307,0.8947323560714722,0.4718753695487976,0.387512743473053,-0.037509430199861526,0.9733090996742249,0.6030097603797913,0.51418137550354,-0.11353913694620132,0.4814850687980652,0.47220176458358765,0.5024076104164124,-0.1255524754524231,0.7431237101554871,0.6066687107086182,0.5586434006690979,-0.14097312092781067,0.4561634659767151,0.47001004219055176,0.5417094826698303,-0.15670767426490784,0.683445155620575,0.5996831655502319,0.5561373829841614,-0.17616133391857147,0.4552590847015381,0.4794975817203522,0.5362266302108765,-0.18824969232082367,0.6757990121841431,0.5966867208480835,0.5428565144538879,-0.1291753351688385,0.4506431221961975,0.4823581576347351,0.5236049890518188,-0.14065028727054596,0.6489410400390625,0.5697759389877319,0.5286175608634949,-0.0025417127180844545,0.9998099207878113,0.5102126598358154,0.5250976085662842,0.0025005966890603304,0.9997787475585938,0.5812404751777649,0.7152854204177856,0.008422133512794971,0.9779574871063232,0.4954814016819,0.7170105576515198,0.01014224998652935,0.9818471074104309,0.5769668817520142,0.8999878168106079,0.1473110467195511,0.9767500758171082,0.4944131374359131,0.8964633345603943,0.14684990048408508,0.9865283966064453,0.5686619281768799,0.923909604549408,0.1527833640575409,0.9383209347724915,0.5002316236495972,0.9192010760307312,0.15237930417060852,0.9520507454872131,0.5927444100379944,0.962184488773346,0.02699780836701393,0.9143681526184082,0.4772660732269287,0.9600185751914978,0.03110101819038391,0.9320268630981445
6,sentarse_20241124,0.5360066890716553,0.13208550214767456,-0.2556826174259186,0.9999039173126221,0.542664647102356,0.11925734579563141,-0.23844783008098602,0.9998599886894226,0.5468177795410156,0.11991691589355469,-0.23843279480934143,0.9998666048049927,0.549781322479248,0.12085513025522232,-0.2383556365966797,0.9998595118522644,0.5300069451332092,0.11933793872594833,-0.23661856353282928,0.9998725056648254,0.5262458920478821,0.12011335045099258,-0.23663508892059326,0.9998856782913208,0.5222459435462952,0.12115228176116943,-0.23664650321006775,0.9998762607574463,0.5547611713409424,0.13457828760147095,-0.13779979944229126,0.9998226165771484,0.5178053379058838,0.13457314670085907,-0.13073262572288513,0.9997990727424622,0.5445072054862976,0.15486524999141693,-0.2193847894668579,0.9997318983078003,0.528938353061676,0.15462623536586761,-0.21724975109100342,0.9997221827507019,0.5885633230209351,0.26105090975761414,-0.08684714138507843,0.999800980091095,0.4906996190547943,0.25860846042633057,-0.07307560741901398,0.9998698234558105,0.5999952554702759,0.39629584550857544,-0.05599793791770935,0.9043803811073303,0.4712342619895935,0.39579764008522034,-0.055273957550525665,0.974449634552002,0.6030364036560059,0.5222684144973755,-0.15453845262527466,0.5320925116539001,0.47220176458358765,0.5069288015365601,-0.15441067516803741,0.7654886841773987,0.6068043112754822,0.5625832080841064,-0.1844644993543625,0.5079157948493958,0.4702012538909912,0.5455926060676575,-0.18682095408439636,0.7085802555084229,0.5997563600540161,0.5604709386825562,-0.2181856334209442,0.5072070956230164,0.4798493981361389,0.5400943160057068,-0.2167767584323883,0.701964795589447,0.5968534350395203,0.5476648807525635,-0.16958099603652954,0.5025016069412231,0.48265767097473145,0.5274718403816223,-0.1691853404045105,0.6772860884666443,0.5698813199996948,0.5312722325325012,-0.0025275172665715218,0.9998060464859009,0.5102114677429199,0.5284565091133118,0.0024826903827488422,0.9997856616973877,0.5811187028884888,0.7161089777946472,0.01676730252802372,0.9796282052993774,0.49490031599998474,0.7190093398094177,0.015817996114492416,0.9833701848983765,0.5769623517990112,0.9000517725944519,0.16853556036949158,0.9784330129623413,0.49412864446640015,0.8965469598770142,0.16337177157402039,0.987403154373169,0.5686706900596619,0.9239381551742554,0.17514099180698395,0.9358985424041748,0.4998505115509033,0.9192376136779785,0.16995668411254883,0.9487636685371399,0.5919114351272583,0.962074875831604,0.04976503178477287,0.9218522906303406,0.4771242141723633,0.9602876305580139,0.04939456656575203,0.9378823041915894
7,sentarse_20241124,0.5360037684440613,0.1431424617767334,-0.25852125883102417,0.9999126195907593,0.5425742864608765,0.13020537793636322,-0.2402118444442749,0.999870240688324,0.5466466546058655,0.13088299334049225,-0.240200012922287,0.9998760223388672,0.5496188998222351,0.13177040219306946,-0.24011948704719543,0.9998693466186523,0.530011773109436,0.13012827932834625,-0.23886732757091522,0.9998816847801208,0.5262710452079773,0.13075792789459229,-0.23888921737670898,0.9998935461044312,0.5224232077598572,0.13143011927604675,-0.2389114648103714,0.9998849630355835,0.554560661315918,0.1447129100561142,-0.13825193047523499,0.9998307824134827,0.5179945826530457,0.14440633356571198,-0.13330569863319397,0.9998104572296143,0.5444952249526978,0.1646876484155655,-0.22207769751548767,0.9997568726539612,0.528950572013855,0.1640324741601944,-0.22060361504554749,0.9997481107711792,0.5886347889900208,0.27274611592292786,-0.08732424676418304,0.9998148679733276,0.49063611030578613,0.27214545011520386,-0.07619138062000275,0.9998773336410522,0.6000426411628723,0.40748754143714905,-0.05498357489705086,0.9128919243812561,0.4711333215236664,0.40693914890289307,-0.051363151520490646,0.9754781723022461,0.6034600138664246,0.5317766666412354,-0.14992143213748932,0.5774277448654175,0.4722888469696045,0.5171627998352051,-0.14109471440315247,0.7857303619384766,0.6076221466064453,0.5697375535964966,-0.1782670021057129,0.5540459156036377,0.4702032208442688,0.5539942979812622,-0.17205704748630524,0.731264054775238,0.6006340980529785,0.569319486618042,-0.21188238263130188,0.5535740256309509,0.4797282814979553,0.5503009557723999,-0.2025095671415329,0.725640058517456,0.5976393818855286,0.5559619665145874,-0.16490453481674194,0.5487310886383057,0.4825877249240875,0.5388129353523254,-0.1556801199913025,0.7028047442436218,0.5698997378349304,0.537286639213562,-0.002493303269147873,0.9997991919517517,0.510583758354187,0.5353225469589233,0.0024418034590780735,0.9997900724411011,0.5810703039169312,0.7168548703193665,-0.006130515597760677,0.981071412563324,0.4942687451839447,0.7192166447639465,-0.007437928579747677,0.9847195744514465,0.5770754218101501,0.900069534778595,0.1563989818096161,0.979935884475708,0.4941173195838928,0.8995407819747925,0.15003882348537445,0.9881914258003235,0.5686734318733215,0.9237514138221741,0.16016700863838196,0.9335498809814453,0.49986132979393005,0.9215631484985352,0.15988174080848694,0.9451988935470581,0.5919385552406311,0.9620768427848816,0.03208651766180992,0.9286242127418518,0.4771016538143158,0.9611884951591492,0.044313184916973114,0.9431352615356445
8,sentarse_20241124,0.5356623530387878,0.15534913539886475,-0.2673186957836151,0.9999203085899353,0.5419350862503052,0.14177289605140686,-0.24980533123016357,0.9998790621757507,0.5459473133087158,0.14241576194763184,-0.24979741871356964,0.9998842477798462,0.5490900874137878,0.14336064457893372,-0.24974283576011658,0.9998779892921448,0.5298769474029541,0.1423991471529007,-0.24790167808532715,0.9998893737792969,0.5262501239776611,0.1433999240398407,-0.24792811274528503,0.9998999834060669,0.5224354863166809,0.14447751641273499,-0.24794594943523407,0.9998920559883118,0.5543028116226196,0.15591557323932648,-0.15025144815444946,0.9998384714126587,0.5182285308837891,0.15693782269954681,-0.14228008687496185,0.999819278717041,0.544353723526001,0.17584048211574554,-0.23143303394317627,0.9997791647911072,0.5289114117622375,0.17513270676136017,-0.22915121912956238,0.999770998954773,0.5889180302619934,0.28277823328971863,-0.09474311769008636,0.9998265504837036,0.49084964394569397,0.2808692753314972,-0.08591468632221222,0.9998839497566223,0.6001874208450317,0.41791966557502747,-0.057371776551008224,0.9203827381134033,0.4712006151676178,0.41555243730545044,-0.057830143719911575,0.9762883186340332,0.6045610904693604,0.5428465008735657,-0.142216295003891,0.6174336075782776,0.4727335572242737,0.526203989982605,-0.1396481692790985,0.8033507466316223,0.6086727380752563,0.5807436108589172,-0.1693485826253891,0.5939511060714722,0.4707376956939697,0.5636647939682007,-0.16840526461601257,0.7505988478660583,0.6020897030830383,0.5806213021278381,-0.20293788611888885,0.5937927961349487,0.47984322905540466,0.5608324408531189,-0.19793006777763367,0.7458673715591431,0.5989229083061218,0.5657047033309937,-0.15682567656040192,0.5886503458023071,0.4826869070529938,0.5491028428077698,-0.15342631936073303,0.7243416905403137,0.5698149800300598,0.5429224371910095,-0.0015714846085757017,0.9997954368591309,0.5105271339416504,0.5407894849777222,0.0014850858133286238,0.9997914433479309,0.5810490846633911,0.718206524848938,-0.059409141540527344,0.9823621511459351,0.49357882142066956,0.7203540205955505,-0.03208824247121811,0.9859189987182617,0.5770474672317505,0.9010132551193237,0.08499698340892792,0.9812760949134827,0.4940567910671234,0.9019275307655334,0.10269422829151154,0.9888299703598022,0.5684437155723572,0.9248808026313782,0.09081196039915085,0.9321730732917786,0.4998835027217865,0.922626256942749,0.10803274065256119,0.9405204653739929,0.5920907258987427,0.9620577692985535,-0.03673931211233139,0.9346641302108765,0.4771033227443695,0.9616601467132568,-0.013199795968830585,0.9477134346961975
9,sentarse_20241124,0.5337495803833008,0.17084865272045135,-0.2916201949119568,0.9999271035194397,0.5403732061386108,0.15582361817359924,-0.2752740681171417,0.9998869895935059,0.5445284843444824,0.15617473423480988,-0.2752724587917328,0.999891459941864,0.5480841994285583,0.1567848175764084,-0.2752320170402527,0.9998857975006104,0.5288932919502258,0.15698076784610748,-0.2725566327571869,0.9998964071273804,0.5256087779998779,0.15780983865261078,-0.2725832462310791,0.9999055862426758,0.5220957398414612,0.15857194364070892,-0.2726052403450012,0.999898374080658,0.55401211977005,0.16838714480400085,-0.17432357370853424,0.9998461604118347,0.5184732675552368,0.1702791452407837,-0.16207139194011688,0.9998274445533752,0.5431764721870422,0.18968260288238525,-0.25428369641304016,0.9997988939285278,0.5279175043106079,0.18965965509414673,-0.2508194148540497,0.9997913241386414,0.5888951420783997,0.290090411901474,-0.11368119716644287,0.9998373985290527,0.4908902645111084,0.2888742685317993,-0.09264010936021805,0.999890148639679,0.6008044481277466,0.42340466380119324,-0.07401586323976517,0.9272199869155884,0.47114095091819763,0.4200754463672638,-0.055340468883514404,0.9764875173568726,0.605652391910553,0.5492015480995178,-0.15247203409671783,0.6533028483390808,0.4729112684726715,0.5391058325767517,-0.13616155087947845,0.8186154365539551,0.6105467677116394,0.5863719582557678,-0.17780205607414246,0.6296225190162659,0.4707249104976654,0.5760846734046936,-0.16472645103931427,0.7668735384941101,0.6038612723350525,0.5863404870033264,-0.21053144335746765,0.6297661066055298,0.47983628511428833,0.5749291777610779,-0.19531293213367462,0.7630201578140259,0.6001248955726624,0.5719197392463684,-0.16635164618492126,0.6242004632949829,0.482713520526886,0.5626057386398315,-0.14999887347221375,0.7424192428588867,0.5697442889213562,0.5486869215965271,-0.0026922414544969797,0.9997895359992981,0.5105180740356445,0.5489593148231506,0.0025939836632460356,0.9997921586036682,0.5817769765853882,0.7202284336090088,-0.06277374923229218,0.9833768010139465,0.4929482936859131,0.7230608463287354,-0.03091616928577423,0.986909806728363,0.5772997140884399,0.9014483690261841,0.08189921081066132,0.9823809266090393,0.49405819177627563,0.9046988487243652,0.10422033071517944,0.9893587231636047,0.5684325098991394,0.9252845048904419,0.08796710520982742,0.9298387765884399,0.5003231763839722,0.9245467185974121,0.10941974073648453,0.9374620914459229,0.5926817655563354,0.9619951248168945,-0.04041699692606926,0.9399673342704773,0.4769856333732605,0.9619089961051941,-0.010918780229985714,0.9517678022384644
10,sentarse_20241124,0.5326532125473022,0.18619056046009064,-0.2848895788192749,0.9999335408210754,0.539396345615387,0.17042246460914612,-0.26889675855636597,0.9998952150344849,0.5435941219329834,0.17033211886882782,-0.2688891291618347,0.9998990297317505,0.5473752021789551,0.17052358388900757,-0.26886728405952454,0.9998939633369446,0.5282956957817078,0.1717362105846405,-0.2655814588069916,0.9999035000801086,0.5251423120498657,0.1724683791399002,-0.2656034231185913,0.999911367893219,0.5218178629875183,0.17341582477092743,-0.26561322808265686,0.9999048709869385,0.5537920594215393,0.1819058358669281,-0.16868963837623596,0.9998559355735779,0.5185863375663757,0.18540512025356293,-0.15358266234397888,0.9998369216918945,0.542414665222168,0.20495685935020447,-0.24774160981178284,0.9998175501823425,0.5270447134971619,0.20558403432369232,-0.24337494373321533,0.999810516834259,0.5889883041381836,0.29750365018844604,-0.1059156283736229,0.9998499155044556,0.4909765124320984,0.30091261863708496,-0.08911168575286865,0.9998980760574341,0.6012467741966248,0.4307589530944824,-0.06957482546567917,0.9329695701599121,0.47115078568458557,0.4308502972126007,-0.05831705406308174,0.9773265719413757,0.6063438057899475,0.5601981282234192,-0.15736521780490875,0.684412956237793,0.4729274809360504,0.5482781529426575,-0.13994857668876648,0.832780659198761,0.6116288304328918,0.5968056321144104,-0.18442046642303467,0.6596037745475769,0.4706973135471344,0.5838214755058289,-0.16612540185451508,0.7822685241699219,0.6050838828086853,0.5964314937591553,-0.2159213125705719,0.6601884365081787,0.4798398017883301,0.5822327733039856,-0.19490903615951538,0.7791616320610046,0.6010087132453918,0.5820401310920715,-0.17115207016468048,0.6538748741149902,0.4827447831630707,0.5695475935935974,-0.152772456407547,0.7590343356132507,0.5696747303009033,0.5595874786376953,-0.0008879753877408803,0.9997990727424622,0.5103877186775208,0.5593470931053162,0.0007558547076769173,0.9998002648353577,0.5826180577278137,0.7233754396438599,-0.17386707663536072,0.9843751788139343,0.4913254678249359,0.7259660363197327,-0.08692187815904617,0.9877755045890808,0.5775583982467651,0.9025211930274963,-0.017066065222024918,0.9833645224571228,0.494067519903183,0.905778169631958,0.054309237748384476,0.9895883202552795,0.5684136152267456,0.9268978834152222,-0.0089272977784276,0.9300357699394226,0.5008887648582458,0.9256693720817566,0.06009675934910774,0.9322637319564819,0.5934499502182007,0.962000846862793,-0.14315074682235718,0.9447550773620605,0.47699490189552307,0.9621284604072571,-0.06330112367868423,0.9549528360366821
